app      | 2025-08-13 00:45:53.916 | Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'vite' imported from /app/dist/index.js
app      | 2025-08-13 00:45:53.916 |     at new NodeError (node:internal/errors:405:5)
app      | 2025-08-13 00:45:53.916 |     at packageResolve (node:internal/modules/esm/resolve:916:9)
app      | 2025-08-13 00:45:53.916 |     at moduleResolve (node:internal/modules/esm/resolve:973:20)
app      | 2025-08-13 00:45:53.916 |     at defaultResolve (node:internal/modules/esm/resolve:1206:11)
app      | 2025-08-13 00:45:53.916 |     at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:404:12)
app      | 2025-08-13 00:45:53.916 |     at ModuleLoader.resolve (node:internal/modules/esm/loader:373:25)
app      | 2025-08-13 00:45:53.916 |     at ModuleLoader.getModuleJob (node:internal/modules/esm/loader:250:38)
app      | 2025-08-13 00:45:53.916 |     at ModuleWrap.<anonymous> (node:internal/modules/esm/module_job:76:39)
app      | 2025-08-13 00:45:53.916 |     at link (node:internal/modules/esm/module_job:75:36) {
app      | 2025-08-13 00:45:53.916 |   code: 'ERR_MODULE_NOT_FOUND'
app      | 2025-08-13 00:45:53.916 | }
app      | 2025-08-13 00:45:53.916 | 
app      | 2025-08-13 00:45:53.916 | Node.js v18.20.8
